src_bytes,dst_bytes,hot,count,serror_rate,rerror_rate,diff_srv_rate,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,class,service_eco_i,service_ecr_i,service_http,service_private,flag_RSTR
0.0,0.0,0.0,0.6934,0.0,1.0,0.0,17,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.668,6.355,0.0,2.484,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.453,1.0,0.0,0.05826,255,0.02,0.0677,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.47,1.0,0.0,0.05826,255,0.04,0.0677,1,0.0,0.0,0.0,0.0,0.0
5.8,8.234,0.0,3.178,0.0,0.0,0.0,23,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,3.332,0.93,0.07,0.1398,255,0.02,0.05826,1,0.0,0.0,0.0,0.0,0.0
2.484,0.0,0.0,0.6934,0.0,0.0,0.0,57,0.14,0.0677,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.67,1.0,0.0,0.0488,255,0.09,0.0488,1,0.0,0.0,0.0,0.0,0.0
5.71,5.74,0.0,1.099,0.0,0.0,0.0,64,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7.227,0.0,0.0,0.6934,0.0,0.0,0.0,255,0.31,0.0198,0,0.0,0.0,0.0,0.0,0.0
5.344,8.78,0.0,1.099,0.0,0.0,0.0,17,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.746,1.0,0.0,0.0677,255,0.06,0.05826,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.473,1.0,0.0,0.0488,255,0.04,0.07697,1,0.0,0.0,0.0,0.0,0.0
7.367,5.793,0.0,0.6934,0.0,0.0,0.0,172,0.87,0.02956,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.94,1.0,0.0,0.05826,255,0.01,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6934,0.0,1.0,0.0,199,0.87,0.02956,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.7,1.0,0.0,0.05826,255,0.04,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.996,0.0,0.79,0.0,38,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.383,1.0,0.0,0.05826,255,0.03,0.07697,1,0.0,0.0,0.0,1.0,0.0
5.375,0.0,0.0,0.6934,0.0,0.0,0.0,125,0.87,0.0198,1,0.0,0.0,0.0,1.0,0.0
5.695,7.6,0.0,2.834,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
2.197,0.0,0.0,0.6934,0.0,0.0,0.0,3,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.44,1.0,0.0,0.05826,255,0.05,0.07697,1,0.0,0.0,0.0,0.0,0.0
6.94,0.0,0.0,5.33,0.0,0.0,0.0,255,0.8,0.00995,1,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,5.555,1.0,0.0,0.0677,255,0.06,0.07697,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,4.797,1.0,0.0,0.05826,255,0.09,0.0677,1,0.0,0.0,0.0,1.0,0.0
5.906,5.965,0.0,2.834,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.914,6.305,0.0,0.6934,0.0,0.0,0.0,1,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.664,6.832,0.0,1.792,0.0,0.0,0.0,17,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.434,1.0,0.0,0.0488,255,0.07,0.05826,1,0.0,0.0,0.0,1.0,0.0
3.807,4.395,0.0,4.805,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.883,1.0,0.0,0.05826,255,0.06,0.0677,1,0.0,0.0,0.0,0.0,0.0
3.893,3.893,0.0,0.6934,0.0,0.0,0.0,54,0.56,0.0392,0,0.0,0.0,0.0,0.0,0.0
5.785,7.027,0.0,2.197,0.0,0.0,0.0,142,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6.86,5.805,0.0,1.099,0.0,0.0,0.0,178,0.68,0.02956,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.543,0.0,1.0,0.0677,255,0.05,0.07697,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.383,1.0,0.0,0.0488,255,0.04,0.0677,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,4.92,1.0,0.0,0.0488,255,0.09,0.0488,1,0.0,0.0,0.0,0.0,0.0
7.14,7.805,3.367,0.6934,0.0,0.0,0.0,255,0.53,0.0198,1,0.0,0.0,0.0,0.0,0.0
5.324,7.82,0.0,2.709,0.0,0.0,0.0,35,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
3.828,4.82,0.0,4.008,0.0,0.0,0.0392,255,0.64,0.00995,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.688,1.0,0.0,0.05826,255,0.07,0.0677,1,0.0,0.0,0.0,0.0,0.0
5.324,8.76,0.0,2.945,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6.465,0.0,0.0,0.6934,0.0,0.0,0.0,32,0.84,0.05826,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.6,1.0,0.0,0.0488,255,0.0,0.0488,1,0.0,0.0,0.0,0.0,0.0
5.715,8.55,0.0,1.792,0.0,0.0,0.0,174,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
3.434,0.0,0.0,1.099,0.0,0.0,0.0,255,0.02,0.00995,0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.94,1.0,0.0,0.05826,255,0.06,0.05826,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,4.645,1.0,0.0,0.05826,255,0.02,0.0677,1,0.0,0.0,0.0,1.0,0.0
5.23,7.992,0.0,0.6934,0.0,0.0,0.0,179,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7.48,5.797,0.0,0.6934,0.0,0.0,0.0,85,0.82,0.0488,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.586,1.0,0.0,0.0488,255,0.09,0.0488,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.594,1.0,0.0,0.05826,255,0.05,0.0862,1,0.0,0.0,0.0,1.0,0.0
4.633,0.0,0.0,0.6934,0.0,0.0,0.0,16,0.88,0.11334,0,0.0,0.0,0.0,0.0,0.0
5.45,7.62,0.0,2.709,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.258,9.63,0.0,1.099,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.65,1.0,0.0,0.05826,255,0.02,0.05826,1,0.0,0.0,0.0,0.0,0.0
5.348,7.742,0.0,1.387,0.0,0.0,0.0,3,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.16,7.793,0.0,1.609,0.25,0.0,0.0,10,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.355,6.7,0.0,1.946,0.0,0.0,0.0,231,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.902,7.047,0.0,1.099,0.0,0.0,0.0,166,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.344,6.797,0.0,2.303,0.0,0.0,0.0,78,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.695,6.38,0.0,1.099,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
10.91,9.02,1.099,1.387,0.0,0.0,0.0,46,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0
5.445,5.93,0.0,2.303,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.727,0.0,1.0,0.0677,255,0.11,0.05826,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.668,1.0,0.0,0.0488,255,0.08,0.0488,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.457,0.0,1.0,0.05826,255,0.03,0.0677,1,0.0,0.0,0.0,0.0,0.0
5.527,5.6,0.0,1.792,0.0,0.0,0.0,255,0.94,0.00995,0,0.0,0.0,1.0,0.0,0.0
4.37,0.0,0.0,3.258,0.0,0.0,0.07697,255,0.01,0.00995,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.652,1.0,0.0,0.05826,255,0.02,0.0677,1,0.0,0.0,0.0,1.0,0.0
5.48,5.86,0.0,1.609,0.0,0.0,0.0,29,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.465,7.438,0.0,2.398,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.51,1.0,0.0,0.0677,255,0.08,0.05826,1,0.0,0.0,0.0,0.0,0.0
3.465,0.0,0.0,0.6934,0.0,0.0,0.0,41,0.17,0.09534,0,0.0,0.0,0.0,0.0,0.0
6.254,0.0,0.0,6.133,0.0,0.0,0.0,245,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,4.645,1.0,0.0,0.05826,255,0.01,0.0488,1,0.0,0.0,0.0,0.0,0.0
5.61,8.266,0.0,1.099,0.0,0.0,0.0,158,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.312,1.0,0.0,0.0488,255,0.0,0.0677,1,0.0,0.0,0.0,1.0,0.0
6.94,0.0,0.0,6.24,0.0,0.0,0.0,244,0.41,0.00995,1,0.0,1.0,0.0,0.0,0.0
5.215,9.1,0.0,2.709,0.0,0.0,0.0,133,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.44,1.0,0.0,0.05826,255,0.05,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.69,1.0,0.0,0.05826,255,0.05,0.0677,1,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.934,0.0,1.0,0.05826,255,0.07,0.0677,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.594,1.0,0.0,0.05826,255,0.02,0.05826,1,0.0,0.0,0.0,0.0,0.0
6.555,7.637,2.709,0.6934,0.0,0.0,0.0,169,0.26,0.0392,0,0.0,0.0,0.0,0.0,0.0
5.39,6.508,0.0,2.398,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
3.893,3.893,0.0,0.6934,0.0,0.0,0.0,116,0.18,0.02956,0,0.0,0.0,0.0,0.0,0.0
7.227,5.812,0.0,1.099,0.0,0.0,0.0,157,0.69,0.0198,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.62,1.0,0.0,0.0488,255,0.07,0.0488,1,0.0,0.0,0.0,0.0,0.0
5.36,9.2,0.0,1.609,0.0,0.0,0.0,28,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.676,10.17,0.0,3.135,0.05,0.0,0.0,154,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.83,0.0,1.0,0.0677,255,0.08,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.67,1.0,0.0,0.0488,255,0.03,0.05826,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.68,1.0,0.0,0.05826,255,0.04,0.0488,1,0.0,0.0,0.0,0.0,0.0
5.742,6.19,0.0,3.135,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.43,7.13,0.0,1.387,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.38,8.43,0.0,2.639,0.0,0.0,0.0,42,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.355,7.676,0.0,1.387,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.477,1.0,0.0,0.07697,255,0.06,0.05826,1,0.0,0.0,0.0,1.0,0.0
5.934,9.44,0.0,1.792,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
3.807,4.867,0.0,2.639,0.0,0.0,0.0,255,0.93,0.00995,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.562,0.0,1.0,0.0677,255,0.02,0.07697,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.465,1.0,0.0,0.05826,255,0.03,0.0677,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.324,1.0,0.0,0.05826,255,0.07,0.07697,1,0.0,0.0,0.0,1.0,0.0
7.516,5.805,0.0,0.6934,0.0,0.0,0.0,92,0.39,0.1044,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.652,1.0,0.0,0.05826,255,0.08,0.0677,1,0.0,0.0,0.0,1.0,0.0
5.69,7.316,0.0,1.387,0.0,0.0,0.0,3,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.734,1.0,0.0,0.05826,255,0.0,0.0862,1,0.0,0.0,0.0,1.0,0.0
5.64,8.25,0.0,2.197,0.0,0.0,0.0,29,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.91,7.527,0.0,2.197,0.0,0.0,0.0,8,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6.94,0.0,0.0,6.24,0.0,0.0,0.0,255,0.96,0.00995,1,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6934,0.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
3.85,4.316,0.0,5.21,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.473,8.125,0.0,0.6934,0.0,0.0,0.0,48,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.637,8.1,0.0,2.08,0.0,0.0,0.0,121,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.203,1.0,0.0,0.05826,255,0.17,0.0392,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.47,1.0,0.0,0.05826,255,0.03,0.07697,1,0.0,0.0,0.0,0.0,0.0
5.86,6.13,0.0,3.219,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.465,6.645,1.609,0.6934,0.0,0.0,0.0,165,0.07,0.02956,0,0.0,0.0,0.0,0.0,0.0
6.508,5.805,0.0,0.6934,0.0,0.0,0.0,33,0.73,0.11334,0,0.0,0.0,0.0,0.0,0.0
4.664,0.0,0.0,1.099,0.0,0.0,0.0,255,0.45,0.00995,0,0.0,0.0,0.0,1.0,0.0
3.785,4.914,0.0,4.383,0.0,0.0,0.0,255,0.96,0.00995,0,0.0,0.0,0.0,0.0,0.0
5.82,6.96,1.946,0.6934,0.0,0.0,0.0,180,0.16,0.0392,0,0.0,0.0,0.0,0.0,0.0
5.645,8.31,0.0,1.099,0.0,0.0,0.0,25,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.73,8.22,0.0,2.08,0.0,0.0,0.0,215,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.992,1.0,0.0,0.05826,227,0.0,0.07697,1,0.0,0.0,0.0,1.0,0.0
7.098,5.82,0.0,0.6934,0.0,0.0,0.0,117,0.84,0.0392,0,0.0,0.0,0.0,0.0,0.0
0.6934,0.0,0.0,2.639,0.0,0.0,0.0,255,0.05,0.0677,1,0.0,0.0,0.0,1.0,0.0
5.746,9.086,0.0,1.946,0.0,0.0,0.0,115,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
8.71,0.0,0.0,2.639,0.0,0.0,0.0,96,0.51,0.02956,0,0.0,0.0,0.0,0.0,0.0
6.94,0.0,0.0,6.24,0.0,0.0,0.0,255,0.08,0.1398,1,0.0,1.0,0.0,0.0,0.0
3.828,4.914,0.0,5.113,0.0,0.0,0.0,90,0.57,0.02956,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.96,1.0,0.0,0.0488,255,0.08,0.0488,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.51,1.0,0.0,0.05826,255,0.07,0.0677,1,0.0,0.0,0.0,0.0,0.0
3.807,4.86,0.0,4.316,0.0,0.0,0.0,255,1.0,0.00995,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.61,1.0,0.0,0.0488,255,0.08,0.0488,1,0.0,0.0,0.0,0.0,0.0
5.59,9.336,0.0,0.6934,0.0,0.0,0.0,63,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.395,6.207,0.0,3.295,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.29,0.0,1.0,0.0677,255,0.03,0.0677,1,0.0,0.0,0.0,1.0,0.0
5.617,8.484,0.0,1.387,0.0,0.0,0.0,5,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.734,1.0,0.0,0.0677,255,0.04,0.0677,1,0.0,0.0,0.0,1.0,0.0
12.23,5.81,0.0,0.6934,0.0,0.0,0.0,32,0.81,0.05826,0,0.0,0.0,0.0,0.0,0.0
5.855,9.01,0.0,2.197,0.0,0.0,0.0,45,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.336,6.504,0.0,1.792,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6.617,0.0,0.0,0.6934,0.0,0.0,0.0,140,0.18,0.02956,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.867,1.0,0.0,0.05826,255,0.08,0.05826,1,0.0,0.0,0.0,1.0,0.0
5.773,6.285,0.0,0.6934,0.0,0.0,0.0,24,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.527,8.875,0.0,1.946,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
4.664,4.992,0.0,0.6934,0.0,0.0,0.0,208,0.94,0.00995,0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,4.453,1.0,0.0,0.05826,255,0.07,0.05826,1,0.0,0.0,0.0,1.0,0.0
3.434,0.0,0.0,1.099,0.0,0.0,0.0,220,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.5,1.0,0.0,0.05826,255,0.01,0.05826,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.35,0.0,1.0,0.0677,255,0.02,0.0862,1,0.0,0.0,0.0,0.0,0.0
5.805,7.3,0.0,1.099,0.0,0.0,0.0,90,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
3.807,3.807,0.0,4.734,0.0,0.0,0.0,255,0.99,0.00995,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.312,1.0,0.0,0.05826,255,0.02,0.0677,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.508,1.0,0.0,0.05826,255,0.02,0.07697,1,0.0,0.0,0.0,1.0,0.0
2.945,0.0,0.0,0.6934,0.0,0.0,0.0,3,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.738,1.0,0.0,0.09534,255,0.06,0.07697,1,0.0,0.0,0.0,1.0,0.0
6.465,0.0,0.0,0.6934,0.0,0.0,0.0,12,0.92,0.157,0,0.0,0.0,0.0,0.0,0.0
5.21,0.0,0.0,1.946,0.0,0.0,0.0,255,0.07,0.00995,0,0.0,0.0,0.0,0.0,0.0
6.824,5.8,0.0,0.6934,0.0,0.0,0.0,59,0.51,0.0677,0,0.0,0.0,0.0,0.0,0.0
5.742,7.26,0.0,2.834,0.0,0.0,0.0,16,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.613,0.0,1.0,0.07697,255,0.02,0.0677,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.254,1.0,0.0,0.05826,255,0.01,0.05826,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.438,1.0,0.0,0.05826,255,0.05,0.0677,1,0.0,0.0,0.0,1.0,0.0
3.828,4.418,0.0,5.39,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.54,0.0,1.0,0.0677,255,0.03,0.0862,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,4.37,1.0,0.0,0.05826,255,0.06,0.0677,1,0.0,0.0,0.0,0.0,0.0
5.332,5.75,0.0,2.945,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.402,7.21,0.0,3.092,0.0,0.0,0.0,34,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.51,6.695,0.0,2.709,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,6.24,0.0,0.0,0.0,233,0.84,0.00995,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.48,1.0,0.0,0.05826,255,0.06,0.0677,1,0.0,0.0,0.0,1.0,0.0
3.85,3.85,0.0,2.773,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
6.94,0.0,0.0,5.21,0.0,0.0,0.0,255,0.71,0.00995,1,0.0,1.0,0.0,0.0,0.0
3.85,3.85,0.0,5.36,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.91,6.05,0.0,3.762,0.02,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,3.4,1.0,0.0,0.131,191,0.25,0.0198,1,0.0,0.0,0.0,0.0,0.0
5.457,8.32,0.0,0.6934,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.348,7.05,0.0,3.555,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
4.645,7.277,0.0,0.6934,0.0,0.0,0.0,253,0.0,0.0198,0,0.0,0.0,0.0,0.0,0.0
5.617,7.594,0.0,0.6934,0.0,0.0,0.0,35,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
4.664,4.992,0.0,0.6934,0.0,0.0,0.0,19,0.84,0.1044,0,0.0,0.0,0.0,1.0,0.0
2.303,3.664,0.0,0.6934,0.0,0.0,0.0,30,0.03,0.1222,0,0.0,0.0,0.0,0.0,0.0
5.668,8.91,0.0,2.564,0.0,0.0,0.0,45,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.26,0.0,1.0,0.0677,255,0.01,0.07697,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.438,1.0,0.0,0.0488,255,0.01,0.05826,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.695,1.0,0.0,0.0488,255,0.08,0.0677,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,4.805,1.0,0.0,0.05826,255,0.01,0.05826,1,0.0,0.0,0.0,1.0,0.0
5.277,7.67,0.0,1.387,0.0,0.0,0.0,3,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.367,1.0,0.0,0.07697,255,0.03,0.0862,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,4.746,1.0,0.0,0.05826,255,0.02,0.07697,1,0.0,0.0,0.0,1.0,0.0
5.77,8.74,0.0,1.099,0.0,0.0,0.0,62,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.375,8.46,0.0,3.092,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7.17,5.914,0.0,0.6934,0.0,0.0,0.0,119,0.65,0.02956,0,0.0,0.0,0.0,0.0,0.0
5.44,6.145,0.0,1.946,0.0,0.0,0.0,255,0.98,0.00995,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.516,1.0,0.0,0.05826,255,0.0,0.0677,1,0.0,0.0,0.0,0.0,0.0
3.828,3.828,0.0,5.023,0.0,0.0,0.0,255,1.0,0.00995,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.582,0.0,1.0,0.05826,255,0.07,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.39,1.0,0.0,0.05826,255,0.04,0.07697,1,0.0,0.0,0.0,1.0,0.0
9.234,0.0,0.0,1.387,0.33,0.0,0.0,162,0.28,0.02956,0,0.0,0.0,0.0,0.0,0.0
3.762,4.332,0.0,5.21,0.0,0.0,0.0,255,0.78,0.00995,0,0.0,0.0,0.0,0.0,0.0
5.824,6.477,0.0,1.792,0.0,0.0,0.0,19,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.645,1.0,0.0,0.05826,255,0.01,0.0392,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.535,0.0,1.0,0.0677,255,0.05,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.713,1.0,0.0,0.1398,255,0.02,0.0862,1,0.0,0.0,0.0,0.0,0.0
5.695,5.62,0.0,2.197,0.0,0.0,0.0,8,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.39,8.06,0.0,2.89,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.785,7.5,0.0,2.639,0.0,0.0,0.0,13,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.613,1.0,0.0,0.0677,255,0.05,0.05826,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.797,1.0,0.0,0.05826,198,0.06,0.0862,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,3.135,0.0,1.0,0.131,255,0.06,0.0677,1,0.0,0.0,0.0,1.0,0.0
5.496,6.92,0.0,3.178,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
9.67,0.0,0.0,2.834,0.0,0.0,0.0,209,0.29,0.02956,0,0.0,0.0,0.0,0.0,0.0
5.375,7.914,0.0,1.946,0.0,0.0,0.0,6,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
4.664,4.992,0.0,0.6934,0.0,0.0,0.0,12,0.67,0.157,0,0.0,0.0,0.0,1.0,0.0
3.434,0.0,0.0,0.6934,0.0,0.0,0.0,43,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.86,1.0,0.0,0.05826,255,0.03,0.05826,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.535,1.0,0.0,0.05826,255,0.03,0.0677,1,0.0,0.0,0.0,0.0,0.0
7.145,5.816,0.0,0.6934,0.0,0.0,0.0,57,0.95,0.0392,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.457,1.0,0.0,0.05826,255,0.03,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.53,0.0,1.0,0.0677,255,0.05,0.0677,1,0.0,0.0,0.0,0.0,0.0
5.16,7.46,0.0,0.6934,0.0,0.0,0.0,8,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
3.807,4.883,0.0,4.344,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.72,7.344,0.0,2.89,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
