antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'serror_rate', 'class'})",frozenset({'dst_host_diff_srv_rate'}),0.3081051843222102,0.488100191395523,0.29637180660730633,0.961917623227549,1.970738057851071,1.0,0.14598560716968265,13.441908094738158,0.7119230862845075,0.5929409806043453,0.9256057999391134,0.7845561178962739
"frozenset({'dst_host_diff_srv_rate', 'class'})",frozenset({'serror_rate'}),0.40500956977615044,0.3241657651660148,0.29637180660730633,0.7317649476063284,2.2573788667398915,1.0,0.16508156952126207,2.5195597249613226,0.9361635360287616,0.6847721592001539,0.6031052607751337,0.823012495623213
frozenset({'serror_rate'}),"frozenset({'dst_host_diff_srv_rate', 'class'})",0.3241657651660148,0.40500956977615044,0.29637180660730633,0.9142600436400976,2.257378866739892,1.0,0.16508156952126207,6.939476709392238,0.8241789426344449,0.6847721592001539,0.8558969153039235,0.823012495623213
"frozenset({'serror_rate', 'service_private'})",frozenset({'dst_host_diff_srv_rate'}),0.11716734625946576,0.488100191395523,0.11666805359074645,0.9957386363636364,2.040029186460117,1.0,0.05947864945619569,120.125821752517,0.5774717695214503,0.23878055011496213,0.991675395136441,0.6173817212165126
"frozenset({'serror_rate', 'service_private'})",frozenset({'class'}),0.11716734625946576,0.4885994840642423,0.11712573853707248,0.9996448863636364,2.0459392999117463,1.0,0.059877833605521076,1440.1038528750528,0.57907571020751,0.23969686648501362,0.9993056056353131,0.6196810823711224
"frozenset({'rerror_rate', 'dst_host_diff_srv_rate'})",frozenset({'diff_srv_rate'}),0.10593326121328119,0.3890322043771324,0.08271615211783306,0.7808326787117046,2.0071157861130597,1.0,0.041504701991171705,2.7876774330749474,0.5612250382413618,0.2006459426725878,0.641278439128106,0.4967264997836598
"frozenset({'rerror_rate', 'diff_srv_rate'})",frozenset({'dst_host_diff_srv_rate'}),0.08371473745527169,0.488100191395523,0.08271615211783306,0.9880715705765407,2.0243212110848674,1.0,0.04185497274328899,42.91426728800851,0.5522376836625967,0.1691195236069757,0.9766977263461415,0.578768544643824
"frozenset({'rerror_rate', 'diff_srv_rate'})",frozenset({'class'}),0.08371473745527169,0.4885994840642423,0.08367312973287842,0.999502982107356,2.0456488692811203,1.0,0.04277015220365917,1028.9378380630187,0.5578585331308988,0.17123637602179836,0.9990281239905779,0.5853769700624492
"frozenset({'rerror_rate', 'class'})",frozenset({'diff_srv_rate'}),0.10768078555379879,0.3890322043771324,0.08367312973287842,0.777047913446677,1.997387117837159,1.0,0.04178183635982281,2.740354688166346,0.5596045864132612,0.20257882542560696,0.6350837341172321,0.49606406367521017
"frozenset({'service_http', 'rerror_rate'})",frozenset({'dst_host_same_srv_rate'}),0.026462511442123658,0.49887659149538155,0.024382125322459848,0.9213836477987422,1.8469169800829832,1.0,0.011180597811805663,6.374289756178748,0.47102155984861455,0.048671096345514954,0.843119776751492,0.48512885475842027
"frozenset({'dst_host_same_srv_rate', 'rerror_rate'})",frozenset({'service_http'}),0.025380710659898477,0.3324040941998835,0.024382125322459848,0.960655737704918,2.8900237827012143,1.0,0.01594547318540697,16.968062605752934,0.6710128697383391,0.0731311618619743,0.9410657525708943,0.5170032975669414
"frozenset({'rerror_rate', 'dst_host_diff_srv_rate'})",frozenset({'class'}),0.10593326121328119,0.4885994840642423,0.10406091370558376,0.9823252160251376,2.0104917177849067,1.0,0.05230197693153196,28.933904746054353,0.5621607648824313,0.2121649134713268,0.9654384705840171,0.5976515801661922
"frozenset({'rerror_rate', 'class'})",frozenset({'dst_host_diff_srv_rate'}),0.10768078555379879,0.488100191395523,0.10406091370558376,0.9663833075734158,1.9798871719563103,1.0,0.05150190166715431,15.227548329521719,0.5546453618496647,0.21162633271281098,0.934329546795048,0.5897895567787802
frozenset({'rerror_rate'}),"frozenset({'dst_host_diff_srv_rate', 'class'})",0.1321461263210452,0.40500956977615044,0.10406091370558376,0.7874685138539043,1.9443207583690914,1.0,0.05054046793671242,2.7995401576162164,0.5596351928113595,0.24027284081083683,0.6427984798576738,0.5222014851989883
"frozenset({'service_private', 'rerror_rate'})",frozenset({'dst_host_diff_srv_rate'}),0.04610135641175002,0.488100191395523,0.045144378796704666,0.9792418772563177,2.006231291277669,1.0,0.02264229790853626,24.660216866685285,0.5257927429103696,0.09230900119108389,0.9594488562121709,0.5358659305299576
"frozenset({'rerror_rate', 'flag_RSTR'})",frozenset({'dst_host_diff_srv_rate'}),0.020262960805525504,0.488100191395523,0.019056336856120498,0.940451745379877,1.9267596324661123,1.0,0.009165981808703517,8.596386441047622,0.49094183647941503,0.03894557823129252,0.8836720514069708,0.48974680014710326
"frozenset({'dst_host_diff_srv_rate', 'flag_RSTR'})",frozenset({'rerror_rate'}),0.019056336856120498,0.1321461263210452,0.019056336856120498,1.0,7.567380352644836,1.0,0.016538115758715208,inf,0.8847132677298947,0.1442065491183879,1.0,0.572103274559194
frozenset({'flag_RSTR'}),"frozenset({'rerror_rate', 'dst_host_diff_srv_rate'})",0.020262960805525504,0.10593326121328119,0.019056336856120498,0.940451745379877,8.877775824218368,1.0,0.016909815336154287,15.014155234108046,0.9057115723027604,0.17786407766990292,0.9333961861718151,0.5601708844731278
"frozenset({'service_private', 'rerror_rate'})",frozenset({'class'}),0.04610135641175002,0.4885994840642423,0.04610135641175002,1.0,2.0466660989525676,1.0,0.02357625745430721,inf,0.5361161999476577,0.09435408328365835,1.0,0.5471770416418291
"frozenset({'rerror_rate', 'flag_RSTR'})",frozenset({'class'}),0.020262960805525504,0.4885994840642423,0.019514021802446536,0.9630390143737168,1.9710193026873806,1.0,0.009613549607252811,13.836225070039712,0.5028372688004203,0.03987756143185104,0.9277259516278502,0.5014888506255026
"frozenset({'flag_RSTR', 'class'})",frozenset({'rerror_rate'}),0.019514021802446536,0.1321461263210452,0.019514021802446536,1.0,7.567380352644836,1.0,0.016935319412308806,inf,0.88512624655209,0.1476700251889169,1.0,0.5738350125944585
frozenset({'flag_RSTR'}),"frozenset({'rerror_rate', 'class'})",0.020262960805525504,0.10768078555379879,0.019514021802446536,0.9630390143737168,8.943462005972917,1.0,0.017332090265261713,24.142192079738965,0.9065559847958213,0.1799693016116654,0.9585787406256602,0.5721300172332262
"frozenset({'service_private', 'flag_RSTR'})",frozenset({'rerror_rate'}),0.012149454938836648,0.1321461263210452,0.012149454938836648,1.0,7.567380352644836,1.0,0.010543951531757294,inf,0.8785275040013478,0.09193954659949621,1.0,0.5459697732997482
"frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate'})",frozenset({'class'}),0.36573187983689776,0.4885994840642423,0.36506615627860534,0.9981797497155859,2.042940654403848,1.0,0.18636974848445162,280.95065844220386,0.8048796786765986,0.7461518836635769,0.9964406561438767,0.8726741378229637
"frozenset({'dst_host_diff_srv_rate', 'class'})",frozenset({'diff_srv_rate'}),0.40500956977615044,0.3890322043771324,0.36506615627860534,0.9013766180398604,2.3169717259860967,1.0,0.20750439055475553,6.19495887770104,0.955313107225576,0.8510184287099904,0.8385784280829477,0.9198861699824971
"frozenset({'diff_srv_rate', 'class'})",frozenset({'dst_host_diff_srv_rate'}),0.3754264791545311,0.488100191395523,0.36506615627860534,0.9724038568103736,1.992221830583967,1.0,0.18182041994833137,18.549686638707662,0.7974207183101057,0.7323873121869783,0.946090733526824,0.8601683421806535
frozenset({'dst_host_diff_srv_rate'}),"frozenset({'diff_srv_rate', 'class'})",0.488100191395523,0.3754264791545311,0.36506615627860534,0.7479328275509335,1.9922218305839672,1.0,0.18182041994833137,2.4778058752242806,0.9729401286314717,0.7323873121869783,0.5964171325933739,0.8601683421806535
frozenset({'diff_srv_rate'}),"frozenset({'dst_host_diff_srv_rate', 'class'})",0.3890322043771324,0.40500956977615044,0.36506615627860534,0.9383957219251338,2.3169717259860967,1.0,0.20750439055475553,9.658264796168403,0.9303307976931174,0.8510184287099904,0.896461732919487,0.9198861699824971
frozenset({'class'}),"frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate'})",0.4885994840642423,0.36573187983689776,0.36506615627860534,0.7471685259303416,2.042940654403848,1.0,0.18636974848445162,2.508659661527555,0.9982577350700567,0.7461518836635769,0.6013807630680812,0.8726741378229637
"frozenset({'service_private', 'dst_host_diff_srv_rate'})",frozenset({'diff_srv_rate'}),0.1682616293584089,0.3890322043771324,0.14566863609885994,0.865727002967359,2.225335057681017,1.0,0.0802094435174701,4.550191096683014,0.6620224422408291,0.35388658647528554,0.7802290104411269,0.6200827528205779
"frozenset({'service_private', 'diff_srv_rate'})",frozenset({'dst_host_diff_srv_rate'}),0.14670882915869185,0.488100191395523,0.14566863609885994,0.9929098128190583,2.0342336067933893,1.0,0.07406002850708936,72.19834900557443,0.5958275344663151,0.2978053759782239,0.9861492677634112,0.6456749217534896
frozenset({'service_private'}),"frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate'})",0.17770658234168263,0.36573187983689776,0.14566863609885994,0.8197143526106297,2.241298606444127,1.0,0.08067567367964588,3.518128754826764,0.6735188157905974,0.36621338912133883,0.7157579867911228,0.6090039339844957
"frozenset({'service_private', 'diff_srv_rate'})",frozenset({'class'}),0.14670882915869185,0.4885994840642423,0.14670882915869185,1.0,2.0466660989525676,1.0,0.07502697092408595,inf,0.5993270918665887,0.30026398705611856,1.0,0.6501319935280593
"frozenset({'service_private', 'class'})",frozenset({'diff_srv_rate'}),0.17275526337688274,0.3890322043771324,0.14670882915869185,0.8492292870905588,2.1829279878004804,1.0,0.07950146822943108,4.052297583747838,0.6550657386806779,0.353448275862069,0.7532264155498836,0.6131707932778997
frozenset({'service_private'}),"frozenset({'diff_srv_rate', 'class'})",0.17770658234168263,0.3754264791545311,0.14670882915869185,0.8255677827206742,2.1990131984826204,1.0,0.07999307262756918,3.5806087349409346,0.6630851684348353,0.3609746109746109,0.7207178795489098,0.6081734513736364
"frozenset({'service_eco_i', 'dst_host_same_srv_rate'})",frozenset({'class'}),0.03594907214779063,0.4885994840642423,0.033619039693767165,0.9351851851851851,1.9140118147611973,1.0,0.01605434158976844,7.890179388723111,0.4953443553246132,0.06848037969319436,0.8732601692897842,0.5019960670028796
"frozenset({'service_eco_i', 'class'})",frozenset({'dst_host_same_srv_rate'}),0.033951901472913375,0.49887659149538155,0.033619039693767165,0.9901960784313726,1.984851755547924,1.0,0.016681230812173115,51.11458766747126,0.5136224967143109,0.06734455742623771,0.9804361133360685,0.5287927848370374
frozenset({'service_eco_i'}),"frozenset({'dst_host_same_srv_rate', 'class'})",0.0365315802612965,0.06628110177248897,0.033619039693767165,0.9202733485193622,13.88440028770518,1.0,0.031197686304558322,11.711502752053635,0.9631625744626632,0.4858689116055323,0.9146138611610155,0.713746216004816
"frozenset({'service_ecr_i', 'dst_host_same_srv_rate'})",frozenset({'class'}),0.015270034118332363,0.4885994840642423,0.014146625613713906,0.9264305177111717,1.8960939336345313,1.0,0.006685694821853336,6.951258864756413,0.479928493136385,0.028887000849617674,0.8561411652973964,0.477691968384667
"frozenset({'service_private', 'dst_host_diff_srv_rate'})",frozenset({'class'}),0.1682616293584089,0.4885994840642423,0.16709661313139718,0.9930761622156281,2.0324953148846467,1.0,0.08488406783906982,73.86084594443608,0.6107617055539722,0.3411774700535214,0.9864610269864459,0.6675335677807256
"frozenset({'service_private', 'class'})",frozenset({'dst_host_diff_srv_rate'}),0.17275526337688274,0.488100191395523,0.16709661313139718,0.9672447013487476,1.9816519608060523,1.0,0.08277473601255672,15.628000039160227,0.5988197897475583,0.3384174601837027,0.9360122858014955,0.6547927538795566
frozenset({'service_private'}),"frozenset({'dst_host_diff_srv_rate', 'class'})",0.17770658234168263,0.40500956977615044,0.16709661313139718,0.9402950128775461,2.321661222467531,1.0,0.09512374667080224,9.965506382298262,0.6923002469704241,0.40204224647111825,0.899653869895031,0.676434747038732
"frozenset({'dst_host_diff_srv_rate', 'flag_RSTR'})",frozenset({'class'}),0.019056336856120498,0.4885994840642423,0.018515436465007907,0.9716157205240175,1.988572956405879,1.0,0.009204520108953026,18.017033561428995,0.5067842750006673,0.037853011228308954,0.9444969674619017,0.5047553183221296
"frozenset({'flag_RSTR', 'class'})",frozenset({'dst_host_diff_srv_rate'}),0.019514021802446536,0.488100191395523,0.018515436465007907,0.9488272921108742,1.9439191150449877,1.0,0.008990638688337344,10.003375426479163,0.49523941667441485,0.0378562313908975,0.9000337428751322,0.49338048605202733
frozenset({'flag_RSTR'}),"frozenset({'dst_host_diff_srv_rate', 'class'})",0.020262960805525504,0.40500956977615044,0.018515436465007907,0.913757700205339,2.2561385418877253,1.0,0.010308743426771023,6.899055702833698,0.5682798400330585,0.04551963993453356,0.8550526270444138,0.4797368735257227
"frozenset({'service_private', 'flag_RSTR'})",frozenset({'dst_host_diff_srv_rate'}),0.012149454938836648,0.488100191395523,0.012107847216443372,0.9965753424657534,2.041743396199976,1.0,0.006177695935445922,149.4747441125067,0.5164976533242089,0.02480395499488578,0.9933099065936695,0.5106907059272762
"frozenset({'service_private', 'flag_RSTR'})",frozenset({'class'}),0.012149454938836648,0.4885994840642423,0.012149454938836648,1.0,2.0466660989525676,1.0,0.006213237524059301,inf,0.5176901693201921,0.02486587754406881,1.0,0.5124329387720344
"frozenset({'dst_bytes', 'dst_host_same_srv_rate', 'hot'})",frozenset({'src_bytes'}),0.01102604643421819,0.4909295165182658,0.010984438711824914,0.9962264150943396,2.029265671699073,1.0,0.00557142706676623,134.9036781226596,0.5128657839278817,0.0223728813559322,0.9925873036679492,0.5093005963089293
"frozenset({'src_bytes', 'dst_host_same_srv_rate', 'hot'})",frozenset({'dst_bytes'}),0.011650162270117333,0.4533577431971374,0.010984438711824914,0.9428571428571428,2.07971994965387,1.0,0.005702747437164081,9.566239494050093,0.5252856935099925,0.024193548387096774,0.8954657155905443,0.4835431088735053
"frozenset({'dst_host_same_srv_rate', 'hot'})","frozenset({'dst_bytes', 'src_bytes'})",0.011774985437297162,0.42456519930099024,0.010984438711824914,0.9328621908127208,2.197217747353286,1.0,0.005985189672872587,8.570949926201036,0.5513713617161893,0.025824122077668005,0.8833268180761339,0.4793671988951883
"frozenset({'dst_bytes', 'src_bytes', 'class'})",frozenset({'hot'}),0.011816593159690438,0.020470999417491885,0.011317300490971124,0.9577464788732394,46.78552616512081,1.0,0.011075403019282361,23.18218634711933,0.990328173374613,0.5396825396825398,0.9568634301775311,0.755296003664262
"frozenset({'dst_bytes', 'hot', 'class'})",frozenset({'src_bytes'}),0.011400515935757676,0.4909295165182658,0.011317300490971124,0.9927007299270073,2.0220840192444864,1.0,0.005720450714570824,69.74265623699768,0.511289673697762,0.02304889416151174,0.985661572788369,0.5078767655059225
"frozenset({'src_bytes', 'hot', 'class'})",frozenset({'dst_bytes'}),0.011774985437297162,0.4533577431971374,0.011317300490971124,0.9611307420494699,2.1200271892820264,1.0,0.005979019666938925,14.063614425019082,0.534602877402066,0.024938113138351516,0.9288945238557589,0.4930470156649699
"frozenset({'dst_bytes', 'class'})","frozenset({'src_bytes', 'hot'})",0.013896979279354248,0.020138137638345675,0.011317300490971124,0.8143712574850299,40.439253723957044,1.0,0.01103744120948625,5.27861067788375,0.9890158848349467,0.49816849816849823,0.8105562124159325,0.6881773642797051
"frozenset({'hot', 'class'})","frozenset({'dst_bytes', 'src_bytes'})",0.01202463177165682,0.42456519930099024,0.011317300490971124,0.9411764705882353,2.216800793229875,1.0,0.006212060306316627,9.782391611883163,0.555580122130975,0.02661187750709324,0.8977755093360554,0.48391634191897065
"frozenset({'dst_bytes', 'src_bytes', 'count'})",frozenset({'dst_host_same_srv_rate'}),0.09540650744778231,0.49887659149538155,0.09432470666555713,0.9886611426079372,1.9817749709290378,1.0,0.04672863342352876,44.1952298346575,0.5476513439782423,0.18866511318242343,0.9773731236664865,0.5888676855658536
"frozenset({'dst_bytes', 'dst_host_same_srv_rate', 'count'})",frozenset({'src_bytes'}),0.10634933843721395,0.4909295165182658,0.09432470666555713,0.8869327073552427,1.8066396040830497,1.0,0.04211467736453827,4.502367321035687,0.4996204813632916,0.1875413633355394,0.7778946210523827,0.5395338170219726
"frozenset({'count', 'src_bytes', 'dst_host_same_srv_rate'})",frozenset({'dst_bytes'}),0.10751435466422568,0.4533577431971374,0.09432470666555713,0.8773219814241486,1.935164877161159,1.0,0.045582241473687155,4.455910383528698,0.5414632360728523,0.20217604566128602,0.7755789695195607,0.5426899921805031
"frozenset({'dst_bytes', 'count'})","frozenset({'src_bytes', 'dst_host_same_srv_rate'})",0.1081800782225181,0.41237413663976036,0.09432470666555713,0.8719230769230769,2.1143980658631047,1.0,0.04971404030692449,4.588069804013882,0.5909849581232098,0.22130027333073019,0.7820434207157991,0.5503294125408442
"frozenset({'count', 'src_bytes'})","frozenset({'dst_bytes', 'dst_host_same_srv_rate'})",0.12082882583007407,0.4076724640093201,0.09432470666555713,0.7806473829201102,1.9148886712698436,1.0,0.04506612151605786,2.700344057326427,0.5434395974590469,0.21724964063248686,0.6296768194086771,0.506010566332478
"frozenset({'count', 'dst_host_same_srv_rate'})","frozenset({'dst_bytes', 'src_bytes'})",0.12149454938836649,0.42456519930099024,0.09432470666555713,0.7763698630136986,1.8286234111790702,1.0,0.042742349090501314,2.5731540858209927,0.5158084628829679,0.20880537901814503,0.6113718935409423,0.4992688201779587
"frozenset({'dst_bytes', 'service_http', 'count'})",frozenset({'src_bytes'}),0.04709994174918865,0.4909295165182658,0.047016726304402096,0.9982332155477032,2.033353428466268,1.0,0.02389397467343443,288.1338936506595,0.5333209682193386,0.0957545970680451,0.9965293912932978,0.5470020217919888
"frozenset({'count', 'service_http', 'src_bytes'})",frozenset({'dst_bytes'}),0.047016726304402096,0.4533577431971374,0.047016726304402096,1.0,2.205763582966226,1.0,0.025701329374520875,inf,0.5736115962277332,0.10370778267254038,1.0,0.5518538913362702
"frozenset({'count', 'service_http'})","frozenset({'dst_bytes', 'src_bytes'})",0.05542148622784389,0.42456519930099024,0.047016726304402096,0.8483483483483483,1.9981579972759902,1.0,0.02348669195852047,3.7944512600548546,0.5288486531536343,0.10859119738612338,0.7364572815765873,0.47954461713771784
"frozenset({'dst_bytes', 'serror_rate', 'src_bytes'})",frozenset({'dst_host_same_srv_rate'}),0.011442123658150952,0.49887659149538155,0.010651576932678705,0.9309090909090909,1.8660107665478807,1.0,0.004943369282631691,7.253101965198425,0.46946913538027696,0.021317345324340074,0.8621279550738202,0.4761301084236864
"frozenset({'dst_bytes', 'serror_rate', 'dst_host_same_srv_rate'})",frozenset({'src_bytes'}),0.01102604643421819,0.4909295165182658,0.010651576932678705,0.9660377358490566,1.9677727725566767,1.0,0.00523856528762002,14.9892975691844,0.4972944341894906,0.021680216802168018,0.9332857330115428,0.4938672449056284
"frozenset({'serror_rate', 'src_bytes', 'dst_host_same_srv_rate'})",frozenset({'dst_bytes'}),0.010901223267038362,0.4533577431971374,0.010651576932678705,0.9770992366412213,2.155249913127305,1.0,0.005709422954246068,23.87004521372496,0.5419243227326266,0.02348192992111539,0.9581064890725464,0.5002970485702436
"frozenset({'dst_bytes', 'serror_rate'})","frozenset({'src_bytes', 'dst_host_same_srv_rate'})",0.012066239494050095,0.41237413663976036,0.010651576932678705,0.8827586206896552,2.1406740681722503,1.0,0.005675771838831218,5.012102952190278,0.5393655370830525,0.02574157868275515,0.8004829490657207,0.45429425333746204
"frozenset({'serror_rate', 'src_bytes'})","frozenset({'dst_bytes', 'dst_host_same_srv_rate'})",0.012440708995589581,0.4076724640093201,0.010651576932678705,0.8561872909698997,2.100184257110693,1.0,0.005579842442423786,4.118742633981704,0.5304504818832947,0.026013616502387968,0.7572074565306665,0.44115753607486613
"frozenset({'serror_rate', 'dst_host_same_srv_rate'})","frozenset({'dst_bytes', 'src_bytes'})",0.015103603228759258,0.42456519930099024,0.010651576932678705,0.7052341597796142,1.6610738726130194,1.0,0.00423911261769745,1.9521760061097242,0.40408292319716105,0.024827853748424014,0.48775110601180394,0.36516118024260996
"frozenset({'dst_bytes', 'serror_rate', 'src_bytes'})",frozenset({'service_http'}),0.011442123658150952,0.3324040941998835,0.010318715153532495,0.9018181818181817,2.7130176720263086,1.0,0.00651530640322177,6.799587929445626,0.6387150064695348,0.03093812375249501,0.8529322643700954,0.4664304327541278
"frozenset({'dst_bytes', 'serror_rate', 'service_http'})",frozenset({'src_bytes'}),0.010651576932678705,0.4909295165182658,0.010318715153532495,0.96875,1.9732975252140013,1.0,0.005089541639815426,16.290255471415495,0.4985443307584403,0.02100448886253917,0.9386136085002044,0.4948843652004407
"frozenset({'serror_rate', 'src_bytes', 'service_http'})",frozenset({'dst_bytes'}),0.010526753765498876,0.4533577431971374,0.010318715153532495,0.9802371541501976,2.1621714172949567,1.0,0.005546329823213956,27.66009819422485,0.5432203263380497,0.022750206403082285,0.9638468383959392,0.5014989001294307
"frozenset({'dst_bytes', 'serror_rate'})","frozenset({'service_http', 'src_bytes'})",0.012066239494050095,0.29861862361654323,0.010318715153532495,0.8551724137931034,2.8637611527244595,1.0,0.00671551132359168,4.842871408361961,0.6587575944483087,0.03435378861338135,0.7935109327343802,0.44486362085781683
"frozenset({'serror_rate', 'src_bytes'})","frozenset({'dst_bytes', 'service_http'})",0.012440708995589581,0.29861862361654323,0.010318715153532495,0.8294314381270903,2.777560984247804,1.0,0.006603687756455586,4.112020226248109,0.6480339025666465,0.03431101272827891,0.7568105347301708,0.4319931330248103
"frozenset({'dst_bytes', 'dst_host_same_srv_rate', 'dst_host_diff_srv_rate'})",frozenset({'src_bytes'}),0.024090871265706915,0.4909295165182658,0.023300324540234667,0.9671848013816926,1.9701092903133826,1.0,0.01147340475725739,15.513253154522337,0.5045694643237811,0.04738534438991369,0.9355389878551369,0.5073232253370028
"frozenset({'src_bytes', 'dst_host_same_srv_rate', 'dst_host_diff_srv_rate'})",frozenset({'dst_bytes'}),0.02821003578264126,0.4533577431971374,0.023300324540234667,0.8259587020648967,1.8218696260488003,1.0,0.010511086382305935,3.140876695867295,0.4642086462946199,0.05084437988015253,0.6816175555965693,0.4386768547035203
"frozenset({'dst_host_same_srv_rate', 'dst_host_diff_srv_rate'})","frozenset({'dst_bytes', 'src_bytes'})",0.03199633852042939,0.42456519930099024,0.023300324540234667,0.7282184655396619,1.7152099765562754,1.0,0.00971579269940661,2.1172696733853513,0.4307638697000399,0.05377893018342457,0.527693608154753,0.3915494522915871
"frozenset({'dst_bytes', 'service_http', 'src_bytes'})",frozenset({'dst_host_same_srv_rate'}),0.298285761837397,0.49887659149538155,0.29820254639261046,0.9997210210629097,2.003944538801165,1.0,0.14939476223556666,1796.2768577846125,0.7139433210264574,0.5976484322881922,0.9994432929447005,0.7987345722495532
"frozenset({'dst_bytes', 'service_http', 'dst_host_same_srv_rate'})",frozenset({'src_bytes'}),0.29853540817175667,0.4909295165182658,0.29820254639261046,0.9988850174216027,2.034681117782083,1.0,0.15164270279526681,456.5725898726605,0.7249439252524402,0.6070127890234606,0.9978097677736657,0.8031546877090215
"frozenset({'dst_bytes', 'src_bytes', 'dst_host_same_srv_rate'})",frozenset({'service_http'}),0.38611966380960305,0.3324040941998835,0.29820254639261046,0.7723060344827586,2.3233950723192667,1.0,0.16985478929121584,2.931987697976848,0.927860585997693,0.7094634725796872,0.6589344489098548,0.8347072793517811
"frozenset({'service_http', 'src_bytes', 'dst_host_same_srv_rate'})",frozenset({'dst_bytes'}),0.29853540817175667,0.4533577431971374,0.29820254639261046,0.9988850174216027,2.2033041949991556,1.0,0.16285920747942662,490.269774070046,0.7785656082181238,0.6572817314746883,0.997960306645669,0.8283246673011098
"frozenset({'dst_bytes', 'service_http'})","frozenset({'src_bytes', 'dst_host_same_srv_rate'})",0.29861862361654323,0.41237413663976036,0.29820254639261046,0.998606660164414,2.4216035183524895,1.0,0.1750599492941849,421.73908213361875,0.8369918337110913,0.7224070154218325,0.9976288657078191,0.8608712848799065
"frozenset({'dst_bytes', 'src_bytes'})","frozenset({'service_http', 'dst_host_same_srv_rate'})",0.42456519930099024,0.32250145627028376,0.29820254639261046,0.7023716189729518,2.177886658546758,1.0,0.16127965133635785,2.276323720848872,0.93987934375448,0.6643492769744161,0.5606951722898681,0.8135132511069119
"frozenset({'dst_bytes', 'dst_host_same_srv_rate'})","frozenset({'service_http', 'src_bytes'})",0.4076724640093201,0.29861862361654323,0.29820254639261046,0.7314758113900796,2.4495317891806008,1.0,0.17646395630378253,2.6119858326891325,0.9990396886733014,0.7307300163132137,0.6171495314082679,0.8650412357772468
"frozenset({'service_http', 'src_bytes'})","frozenset({'dst_bytes', 'dst_host_same_srv_rate'})",0.29861862361654323,0.4076724640093201,0.29820254639261046,0.998606660164414,2.4495317891806008,1.0,0.17646395630378253,425.1134725804855,0.8437046335619101,0.7307300163132137,0.9976476868777414,0.8650412357772468
"frozenset({'service_http', 'dst_host_same_srv_rate'})","frozenset({'dst_bytes', 'src_bytes'})",0.32250145627028376,0.42456519930099024,0.29820254639261046,0.9246548832408721,2.1778866585467584,1.0,0.16127965133635785,7.637320445578803,0.7982884802631247,0.6643492769744161,0.8690640248598062,0.8135132511069119
"frozenset({'src_bytes', 'dst_host_same_srv_rate'})","frozenset({'dst_bytes', 'service_http'})",0.41237413663976036,0.29861862361654323,0.29820254639261046,0.723135909595399,2.4216035183524895,1.0,0.1750599492941849,2.533305692906865,0.9990208412425029,0.7224070154218325,0.6052588509945909,0.8608712848799065
frozenset({'service_http'}),"frozenset({'dst_bytes', 'src_bytes', 'dst_host_same_srv_rate'})",0.3324040941998835,0.38611966380960305,0.29820254639261046,0.8971085242208036,2.3233950723192667,1.0,0.16985478929121584,5.966289544799366,0.8532038071554978,0.7094634725796872,0.8323916409870403,0.8347072793517811
"frozenset({'service_http', 'src_bytes', 'hot'})",frozenset({'dst_host_same_srv_rate'}),0.01015228426395939,0.49887659149538155,0.01015228426395939,1.0,2.004503753127606,1.0,0.005087547294463131,inf,0.5062631357713325,0.020350291909924934,1.0,0.5101751459549625
"frozenset({'service_http', 'dst_host_same_srv_rate', 'hot'})",frozenset({'src_bytes'}),0.01015228426395939,0.4909295165182658,0.01015228426395939,1.0,2.036952284091872,1.0,0.005168228258697809,inf,0.514291719209752,0.02067971862022205,1.0,0.510339859310111
"frozenset({'src_bytes', 'dst_host_same_srv_rate', 'hot'})",frozenset({'service_http'}),0.011650162270117333,0.3324040941998835,0.01015228426395939,0.8714285714285714,2.6215939774332564,1.0,0.006279722627279379,5.1924126006675735,0.625843861327238,0.03040498442367601,0.8074112985798869,0.4509852833360156
"frozenset({'service_http', 'hot'})","frozenset({'src_bytes', 'dst_host_same_srv_rate'})",0.01015228426395939,0.41237413663976036,0.01015228426395939,1.0,2.424982342851377,1.0,0.005965744805687711,inf,0.5936527952921395,0.024619110079709412,1.0,0.5123095550398548
"frozenset({'dst_host_same_srv_rate', 'hot'})","frozenset({'service_http', 'src_bytes'})",0.011774985437297162,0.29861862361654323,0.01015228426395939,0.862190812720848,2.887264036914151,1.0,0.006636054319568871,5.089511013244055,0.6614397944245315,0.03381374722838137,0.8035174700677974,0.44809415235457195
"frozenset({'count', 'dst_host_same_srv_rate', 'class'})",frozenset({'src_bytes'}),0.014271448780893734,0.4909295165182658,0.012856786219522343,0.9008746355685131,1.835038646601716,1.0,0.005850510769502989,5.135622818653965,0.46164062957831264,0.026113411645398463,0.8052816502863624,0.463531647812225
"frozenset({'count', 'dst_host_same_srv_rate', 'service_ecr_i'})",frozenset({'src_bytes'}),0.012856786219522343,0.4909295165182658,0.012856786219522343,1.0,2.036952284091872,1.0,0.006545010376793537,inf,0.5157007376185458,0.026188660055936945,1.0,0.5130943300279684
